symbol,sector,industry
PRO,Technology,EDP Services
PROF,Health Care,Medical/Dental Instruments
PROK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PROP,Finance,Finance: Consumer Services
PROV,Finance,Savings Institutions
PRPH,Health Care,Biotechnology: Pharmaceutical Preparations
PRPL,Consumer Discretionary,Home Furnishings
PRPO,Industrials,Biotechnology: Laboratory Analytical Instruments
PRQR,Health Care,Biotechnology: Pharmaceutical Preparations
PRS,Finance,Life Insurance
PRSO,Technology,Semiconductors
PRSU,Real Estate,Real Estate
PRT,Energy,Oil & Gas Production
PRTA,Health Care,Biotechnology: Pharmaceutical Preparations
PRTC,Health Care,Biotechnology: Pharmaceutical Preparations
PRTH,Real Estate,Real Estate
PRTS,Consumer Discretionary,Auto & Home Supply Stores
PRU,Finance,Life Insurance
PRVA,Health Care,Medical/Nursing Services
PRZO,Industrials,Military/Government/Technical
PSA,Real Estate,Real Estate Investment Trusts
PSEC,Finance,Finance: Consumer Services
PSF,Finance,Investment Managers
PSFE,Real Estate,Real Estate
PSHG,Consumer Discretionary,Marine Transportation
PSIG,Industrials,Integrated Freight & Logistics
PSIX,Industrials,Industrial Machinery/Components
PSKY,Industrials,Broadcasting
PSMT,Consumer Discretionary,Department/Specialty Retail Stores
PSN,Technology,EDP Services
PSNL,Health Care,Medical Specialities
PSNY,Industrials,Auto Manufacturing
PSNYW,Industrials,Auto Manufacturing
PSO,Consumer Discretionary,Books
PSQH,Consumer Discretionary,Advertising
PSTG,Technology,Electronic Components
PSTL,Real Estate,Real Estate Investment Trusts
PSTV,Health Care,Medical/Dental Instruments
PSX,Energy,Integrated oil Companies
PT,Technology,Computer Software: Programming Data Processing
PTA,Finance,Trusts Except Educational Religious and Charitable
PTC,Technology,Computer Software: Prepackaged Software
PTCT,Health Care,Biotechnology: Pharmaceutical Preparations
PTEN,Energy,Oil & Gas Production
PTGX,Health Care,Biotechnology: Pharmaceutical Preparations
PTHL,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
PTHS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTIX,Health Care,Biotechnology: Pharmaceutical Preparations
PTIXW,Health Care,Biotechnology: Pharmaceutical Preparations
PTLE,Energy,Oil Refining/Marketing
PTLO,Consumer Discretionary,Restaurants
PTNM,Consumer Discretionary,Package Goods/Cosmetics
PTON,Consumer Discretionary,Recreational Games/Products/Toys
PTY,Finance,Investment Managers
PUBM,Technology,Computer Software: Programming Data Processing
PUK,Finance,Life Insurance
PULM,Health Care,Biotechnology: Pharmaceutical Preparations
PUMP,Energy,Oilfield Services/Equipment
PVBC,Finance,Banks
PVH,Industrials,Garments and Clothing
PVL,Energy,Oil & Gas Production
PVLA,Health Care,Biotechnology: Pharmaceutical Preparations
PW,Real Estate,Real Estate Investment Trusts
PWM,Finance,Finance: Consumer Services
PWP,Finance,Finance: Consumer Services
PWR,Industrials,Engineering & Construction
PX,Finance,Investment Managers
PXLW,Technology,Semiconductors
PXS,Consumer Discretionary,Marine Transportation
PXSAW,Consumer Discretionary,Marine Transportation
PYPD,Health Care,Biotechnology: Pharmaceutical Preparations
PYPL,Industrials,Diversified Commercial Services
PYT,Finance,Finance: Consumer Services
PYXS,Health Care,Biotechnology: Pharmaceutical Preparations
PZG,Basic Materials,Metal Mining
PZZA,Consumer Discretionary,Restaurants
QBTS,Technology,EDP Services
QCOM,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,Finance,Major Banks
QD,Finance,Finance: Consumer Services
QDEL,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QFIN,Finance,Finance: Consumer Services
QGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QH,Real Estate,Real Estate
QIPT,Health Care,Misc Health and Biotechnology Services
QLGN,Health Care,Biotechnology: Pharmaceutical Preparations
QLYS,Technology,Computer Software: Prepackaged Software
QMCO,Technology,Electronic Components
QMMM,Consumer Discretionary,Advertising
QNCX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QNRX,Health Care,Medical/Dental Instruments
QNST,Real Estate,Real Estate
QNTM,Health Care,Biotechnology: Pharmaceutical Preparations
QQQX,Finance,Finance Companies
QRHC,Utilities,Environmental Services
QRVO,Technology,Semiconductors
QS,Miscellaneous,Industrial Machinery/Components
QSEA,Finance,Blank Checks
QSEAR,Finance,Blank Checks
QSG,Real Estate,Other Consumer Services
QSI,Industrials,Industrial Machinery/Components
QSIAW,Industrials,Industrial Machinery/Components
QSR,Consumer Discretionary,Restaurants
QTRX,Industrials,Biotechnology: Laboratory Analytical Instruments
QTTB,Health Care,Biotechnology: Pharmaceutical Preparations
QTWO,Technology,Computer Software: Prepackaged Software
QUAD,Consumer Discretionary,Publishing
QUBT,Technology,Computer Software: Prepackaged Software
QUIK,Technology,Semiconductors
QURE,Health Care,Biotechnology: Pharmaceutical Preparations
QVCC,Consumer Discretionary,Catalog/Specialty Distribution
QVCD,Consumer Discretionary,Catalog/Specialty Distribution
QVCGA,Consumer Discretionary,Catalog/Specialty Distribution
QVCGP,Consumer Discretionary,Catalog/Specialty Distribution
QXO,Consumer Discretionary,RETAIL: Building Materials
R,Consumer Discretionary,Rental/Leasing Companies
RA,Finance,Investment Managers
RAAQU,Finance,Blank Checks
RACE,Industrials,Auto Manufacturing
RAIL,Industrials,Railroads
RAIN,Technology,Industrial Machinery/Components
RAINW,Technology,Industrial Machinery/Components
RAL,Industrials,Industrial Machinery/Components
RAMP,Technology,EDP Services
RAND,Finance,Finance: Consumer Services
RANI,Health Care,Biotechnology: Pharmaceutical Preparations
RAPP,Health Care,Biotechnology: Pharmaceutical Preparations
RAPT,Health Care,Biotechnology: Pharmaceutical Preparations
RARE,Health Care,Biotechnology: Pharmaceutical Preparations
RAVE,Consumer Discretionary,Food Distributors
RAY,Consumer Discretionary,Consumer Electronics/Appliances
RAYA,Consumer Discretionary,Metal Fabrications
RBA,Real Estate,Real Estate
RBB,Finance,Major Banks
RBBN,Technology,EDP Services
RBC,Industrials,Metal Fabrications
RBCAA,Finance,Major Banks
RBKB,Finance,Banks
RBLX,Technology,Computer Software: Prepackaged Software
RBNE,Consumer Discretionary,Marine Transportation
RBOT,Health Care,Industrial Specialties
RBRK,Technology,Computer Software: Prepackaged Software
RC,Real Estate,Real Estate Investment Trusts
RCAT,Technology,Computer Software: Prepackaged Software
RCB,Real Estate,Real Estate Investment Trusts
RCC,Real Estate,Real Estate Investment Trusts
RCD,Real Estate,Real Estate Investment Trusts
RCEL,Health Care,Medical/Dental Instruments
RCG,Finance,Investment Managers
RCI,Telecommunications,Cable & Other Pay Television Services
RCKT,Health Care,Biotechnology: Pharmaceutical Preparations
RCKTW,Health Care,Biotechnology: Pharmaceutical Preparations
RCKY,Consumer Discretionary,Shoe Manufacturing
RCL,Consumer Discretionary,Marine Transportation
RCMT,Consumer Discretionary,Professional Services
RCON,Energy,Oilfield Services/Equipment
RCS,Finance,Investment Managers
RCT,Consumer Discretionary,Other Specialty Stores
RCUS,Health Care,Biotechnology: Pharmaceutical Preparations
RDACR,Finance,Blank Checks
RDAG,Finance,Blank Checks
RDAGU,Finance,Blank Checks
RDCM,Technology,Computer peripheral equipment
RDDT,Technology,EDP Services
RDGT,Consumer Staples,Retail-Drug Stores and Proprietary Stores
RDHL,Health Care,Biotechnology: Pharmaceutical Preparations
RDI,Consumer Discretionary,Movies/Entertainment
RDIB,Consumer Discretionary,Movies/Entertainment
RDN,Finance,Property-Casualty Insurers
RDNT,Health Care,Medical Specialities
RDNW,Technology,EDP Services
RDVT,Technology,Computer Software: Prepackaged Software
RDW,Industrials,Military/Government/Technical
RDWR,Real Estate,Real Estate
RDY,Health Care,Biotechnology: Pharmaceutical Preparations
RDZN,Finance,Specialty Insurers
RDZNW,Finance,Specialty Insurers
REAL,Consumer Discretionary,Other Specialty Stores
REAX,Finance,Real Estate
REBN,Consumer Discretionary,Restaurants
RECT,Consumer Discretionary,Industrial Machinery/Components
REE,Industrials,Auto Manufacturing
REFI,Real Estate,Real Estate Investment Trusts
REFR,Miscellaneous,Multi-Sector Companies
REG,Real Estate,Real Estate Investment Trusts
REGCO,Real Estate,Real Estate Investment Trusts
REGCP,Real Estate,Real Estate Investment Trusts
REGN,Health Care,Biotechnology: Pharmaceutical Preparations
REI,Energy,Oil & Gas Production
REKR,Telecommunications,Telecommunications Equipment
RELI,Finance,Specialty Insurers
RELIW,Finance,Specialty Insurers
RELL,Technology,Electronic Components
RELX,Real Estate,Real Estate
RELY,Real Estate,Real Estate
RENB,Health Care,Biotechnology: Pharmaceutical Preparations
RENT,Consumer Discretionary,Other Specialty Stores
REPL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REPX,Energy,Oil & Gas Production
RERE,Consumer Discretionary,Other Specialty Stores
RES,Energy,Oilfield Services/Equipment
RETO,Industrials,Industrial Machinery/Components
REVB,Health Care,Biotechnology: Pharmaceutical Preparations
REVBW,Health Care,Biotechnology: Pharmaceutical Preparations
REVG,Industrials,Auto Manufacturing
REX,Industrials,Major Chemicals
REXR,Real Estate,Real Estate Investment Trusts
REYN,Consumer Discretionary,Containers/Packaging
REZI,Industrials,Wholesale Distributors
RF,Finance,Major Banks
RFAIR,Technology,Computer Software: Prepackaged Software
RFI,Finance,Investment Managers
RFIL,Technology,Electrical Products
RFL,Finance,Real Estate
RFM,Finance,Finance/Investors Services
RFMZ,Finance,Trusts Except Educational Religious and Charitable
RGA,Finance,Life Insurance
RGC,Health Care,Medicinal Chemicals and Botanical Products
RGCO,Utilities,Oil & Gas Production
RGEN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLD,Industrials,Precious Metals
RGNX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGP,Real Estate,Real Estate
RGR,Industrials,Ordnance And Accessories
RGS,Consumer Discretionary,Other Consumer Services
RGT,Finance,Trusts Except Educational Religious and Charitable
RGTI,Technology,EDP Services
RGTIW,Technology,EDP Services
RH,Consumer Discretionary,Other Specialty Stores
RHI,Consumer Discretionary,Professional Services
RHLD,Finance,Finance: Consumer Services
RHP,Real Estate,Real Estate Investment Trusts
RICK,Consumer Discretionary,Restaurants
RIG,Energy,Oil & Gas Production
RIGL,Health Care,Biotechnology: Pharmaceutical Preparations
RILY,Finance,Investment Managers
RILYG,Finance,Investment Managers
RILYK,Finance,Investment Managers
RILYL,Finance,Investment Managers
RILYN,Finance,Investment Managers
RILYP,Finance,Investment Managers
RILYT,Finance,Investment Managers
RILYZ,Finance,Investment Managers
RIME,Consumer Staples,Diversified Electronic Products
RIO,Basic Materials,Metal Mining
RIOT,Finance,Finance: Consumer Services
RITM,Real Estate,Real Estate Investment Trusts
RITR,Finance,Real Estate
RIV,Finance,Finance Companies
RIVN,Industrials,Auto Manufacturing
RJF,Finance,Investment Bankers/Brokers/Service
RKDA,Consumer Staples,Farming/Seeds/Milling
RKLB,Industrials,Military/Government/Technical
RKT,Finance,Finance: Consumer Services
RL,Industrials,Garments and Clothing
RLAY,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RLGT,Industrials,Integrated Freight & Logistics
RLI,Finance,Property-Casualty Insurers
RLJ,Real Estate,Real Estate Investment Trusts
RLMD,Health Care,Biotechnology: Pharmaceutical Preparations
RLTY,Finance,Investment Managers
RLX,Health Care,Medicinal Chemicals and Botanical Products
RLYB,Health Care,Biotechnology: Pharmaceutical Preparations
RM,Finance,Finance: Consumer Services
RMAX,Finance,Real Estate
RMBI,Finance,Major Banks
RMBS,Technology,Semiconductors
RMCF,Consumer Staples,Specialty Foods
RMCO,Miscellaneous,Multi-Sector Companies
RMCOW,Miscellaneous,Multi-Sector Companies
RMD,Health Care,Medical/Dental Instruments
RMI,Finance,Finance/Investors Services
RMM,Finance,Trusts Except Educational Religious and Charitable
RMMZ,Finance,Investment Managers
RMNI,Real Estate,Real Estate
RMR,Consumer Discretionary,Professional Services
RMSG,Technology,Computer Software: Programming Data Processing
RMSGW,Technology,Computer Software: Programming Data Processing
RMT,Finance,Investment Managers
RMTI,Health Care,Biotechnology: Pharmaceutical Preparations
RNA,Health Care,Biotechnology: Pharmaceutical Preparations
RNAC,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,Health Care,Biotechnology: Pharmaceutical Preparations
RNG,Technology,EDP Services
RNGR,Energy,Oilfield Services/Equipment
RNP,Finance,Investment Managers
RNR,Finance,Property-Casualty Insurers
RNST,Finance,Major Banks
RNTX,Health Care,Biotechnology: Pharmaceutical Preparations
RNW,Utilities,Electric Utilities: Central
RNWWW,Utilities,Electric Utilities: Central
RNXT,Health Care,Biotechnology: Pharmaceutical Preparations
ROAD,Industrials,Military/Government/Technical
ROCK,Industrials,Steel/Iron Ore
ROG,Industrials,Major Chemicals
ROIV,Health Care,Biotechnology: Pharmaceutical Preparations
ROK,Industrials,Industrial Machinery/Components
ROKU,Telecommunications,Cable & Other Pay Television Services
ROL,Consumer Discretionary,Diversified Commercial Services
ROLR,Consumer Discretionary,Services-Misc. Amusement & Recreation
ROMA,Consumer Discretionary,Professional Services
ROOT,Finance,Property-Casualty Insurers
ROP,Technology,Computer Software: Programming Data Processing
ROST,Consumer Discretionary,Clothing/Shoe/Accessory Stores
RPAY,Real Estate,Real Estate
RPD,Technology,Computer Software: Prepackaged Software
RPID,Industrials,Biotechnology: Laboratory Analytical Instruments
RPM,Consumer Discretionary,Paints/Coatings
RPRX,Health Care,Biotechnology: Pharmaceutical Preparations
RPT,Real Estate,Real Estate Investment Trusts
RPTX,Health Care,Biotechnology: Pharmaceutical Preparations
RQI,Finance,Trusts Except Educational Religious and Charitable
RR,Industrials,Industrial Machinery/Components
RRBI,Consumer Discretionary,Hotels/Resorts
RRC,Energy,Oil & Gas Production
RRGB,Consumer Discretionary,Restaurants
RRR,Consumer Discretionary,Hotels/Resorts
RRX,Consumer Discretionary,Metal Fabrications
RS,Industrials,Metal Fabrications
RSF,Finance,Investment Managers
RSG,Utilities,Environmental Services
RSI,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Real Estate,Real Estate
RSSS,Technology,EDP Services
RSVR,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSVRW,Consumer Discretionary,Services-Misc. Amusement & Recreation
RTAC,Finance,Blank Checks
RTACU,Finance,Blank Checks
RTACW,Finance,Blank Checks
RTO,Consumer Discretionary,Other Consumer Services
RTX,Industrials,Aerospace
RUBI,Consumer Discretionary,Marine Transportation
RUM,Technology,Computer Software: Programming Data Processing
RUMBW,Technology,Computer Software: Programming Data Processing
RUN,Miscellaneous,Industrial Machinery/Components
RUSHA,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RUSHB,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
RVLV,Consumer Discretionary,Catalog/Specialty Distribution
RVMD,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RVP,Health Care,Medical/Dental Instruments
RVPH,Health Care,Biotechnology: Pharmaceutical Preparations
RVPHW,Health Care,Biotechnology: Pharmaceutical Preparations
RVSB,Finance,Savings Institutions
RVSN,Industrials,Railroads
RVSNW,Industrials,Railroads
RVT,Finance,Trusts Except Educational Religious and Charitable
RVTY,Industrials,Biotechnology: Laboratory Analytical Instruments
RVYL,Consumer Discretionary,Professional Services
RWAY,Finance,Finance: Consumer Services
RWAYL,Finance,Finance: Consumer Services
RWAYZ,Finance,Finance: Consumer Services
RWT,Real Estate,Real Estate Investment Trusts
RWTN,Real Estate,Real Estate Investment Trusts
RWTO,Real Estate,Real Estate Investment Trusts
RWTP,Real Estate,Real Estate Investment Trusts
RXO,Consumer Discretionary,Transportation Services
RXRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RXST,Health Care,Ophthalmic Goods
RXT,Technology,Computer Software: Programming Data Processing
RY,Finance,Commercial Banks
RYAAY,Consumer Discretionary,Air Freight/Delivery Services
RYAM,Basic Materials,Paper
RYAN,Finance,Specialty Insurers
RYDE,Real Estate,Real Estate
RYET,Technology,Computer Software: Prepackaged Software
RYI,Industrials,Metal Fabrications
RYM,Consumer Staples,Farming/Seeds/Milling
RYN,Real Estate,Real Estate Investment Trusts
RYOJ,Consumer Discretionary,Professional Services
RYTM,Health Care,Biotechnology: Pharmaceutical Preparations
RZB,Finance,Life Insurance
RZC,Finance,Life Insurance
RZLT,Health Care,Biotechnology: Pharmaceutical Preparations
RZLV,Technology,Computer Software: Programming Data Processing
RZLVW,Technology,Computer Software: Programming Data Processing
S,Technology,Computer Software: Prepackaged Software
SA,Basic Materials,Precious Metals
SABR,Technology,Computer Software: Programming Data Processing
SABS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SABSW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SACH,Real Estate,Real Estate Investment Trusts
SAFE,Real Estate,Real Estate Investment Trusts
SAFT,Finance,Property-Casualty Insurers
SAFX,Industrials,Major Chemicals
SAGT,Technology,Computer Software: Prepackaged Software
SAH,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
SAIA,Industrials,Trucking Freight/Courier Services
SAIC,Technology,EDP Services
SAIH,Technology,EDP Services
SAIHW,Technology,EDP Services
SAIL,Technology,Computer Software: Prepackaged Software
SAJ,Finance,Investment Managers
SAM,Consumer Staples,Beverages (Production/Distribution)
SAMG,Finance,Investment Managers
SAN,Finance,Commercial Banks
SANA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAND,Basic Materials,Precious Metals
SANG,Technology,Computer Software: Programming Data Processing
SANM,Technology,Electrical Products
SAP,Technology,Computer Software: Prepackaged Software
SAR,Finance,Investment Managers
SARO,Industrials,Aerospace
SAT,Finance,Investment Managers
SATL,Technology,Radio And Television Broadcasting And Communications Equipment
SATLW,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,Consumer Discretionary,Telecommunications Equipment
SAVA,Health Care,Biotechnology: Pharmaceutical Preparations
SAY,Finance,Investment Managers
SAZ,Finance,Investment Managers
SB,Consumer Discretionary,Marine Transportation
SBAC,Real Estate,Real Estate Investment Trusts
SBC,Health Care,Medical/Nursing Services
SBCF,Finance,Major Banks
SBDS,Consumer Discretionary,Recreational Games/Products/Toys
SBET,Technology,Computer Software: Prepackaged Software
SBEV,Consumer Staples,Beverages (Production/Distribution)
SBFG,Finance,Major Banks
SBFM,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Health Care,Biotechnology: Pharmaceutical Preparations
SBGI,Industrials,Broadcasting
SBH,Consumer Discretionary,Other Specialty Stores
SBI,Finance,Finance/Investors Services
SBLK,Consumer Discretionary,Marine Transportation
SBLX,Consumer Discretionary,Telecommunications Equipment
SBR,Energy,Oil & Gas Production
SBRA,Real Estate,Real Estate Investment Trusts
SBS,Utilities,Water Supply
SBSI,Finance,Major Banks
SBSW,Basic Materials,Precious Metals
SBUX,Consumer Discretionary,Restaurants
SCAG,Consumer Discretionary,Construction/Ag Equipment/Trucks
SCAGW,Consumer Discretionary,Construction/Ag Equipment/Trucks
SCCC,Real Estate,Real Estate Investment Trusts
SCCD,Real Estate,Real Estate Investment Trusts
SCCE,Real Estate,Real Estate Investment Trusts
SCCF,Real Estate,Real Estate Investment Trusts
SCCG,Real Estate,Real Estate Investment Trusts
SCCO,Basic Materials,Metal Mining
SCD,Finance,Trusts Except Educational Religious and Charitable
SCHL,Consumer Discretionary,Books
SCHW,Finance,Investment Bankers/Brokers/Service
SCI,Consumer Discretionary,Other Consumer Services
SCKT,Technology,Computer Manufacturing
SCL,Consumer Discretionary,Package Goods/Cosmetics
SCLX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCLXW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCM,Finance,Finance/Investors Services
SCNI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCNX,Health Care,Other Pharmaceuticals
SCOR,Real Estate,Real Estate
SCPH,Health Care,Biotechnology: Pharmaceutical Preparations
SCS,Consumer Discretionary,Office Equipment/Supplies/Services
SCSC,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,Consumer Discretionary,Metal Fabrications
SCYX,Health Care,Biotechnology: Pharmaceutical Preparations
SD,Energy,Oil & Gas Production
SDA,Consumer Discretionary,Automotive Aftermarket
SDAWW,Consumer Discretionary,Automotive Aftermarket
SDGR,Health Care,Biotechnology: Pharmaceutical Preparations
SDHC,Consumer Discretionary,Homebuilding
SDHIU,Finance,Blank Checks
SDHY,Finance,Finance/Investors Services
SDM,Consumer Discretionary,Other Consumer Services
SDOT,Consumer Discretionary,Restaurants
SDRL,Energy,Oil & Gas Production
SDST,Industrials,Major Chemicals
SDSTW,Industrials,Major Chemicals
SE,Consumer Discretionary,Other Consumer Services
SEAT,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEATW,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEB,Industrials,Farming/Seeds/Milling
SEDG,Technology,Semiconductors
SEE,Industrials,Major Chemicals
SEED,Consumer Staples,Farming/Seeds/Milling
SEER,Industrials,Biotechnology: Laboratory Analytical Instruments
SEG,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEGG,Technology,Computer Software: Prepackaged Software
SEI,Consumer Discretionary,Oil and Gas Field Machinery
SEIC,Finance,Investment Bankers/Brokers/Service
SELF,Real Estate,Real Estate Investment Trusts
SELX,Technology,Semiconductors
SEM,Health Care,Hospital/Nursing Management
SEMR,Technology,Computer Software: Prepackaged Software
SENEA,Consumer Staples,Packaged Foods
SENEB,Consumer Staples,Packaged Foods
SENS,Industrials,Industrial Machinery/Components
SEPN,Health Care,Biotechnology: Pharmaceutical Preparations
SER,Health Care,Biotechnology: Pharmaceutical Preparations
SERA,Health Care,Medical Specialities
SERV,Consumer Discretionary,Industrial Specialties
SES,Miscellaneous,Industrial Machinery/Components
SEVN,Real Estate,Real Estate Investment Trusts
SEZL,Real Estate,Real Estate
SF,Finance,Investment Bankers/Brokers/Service
SFB,Finance,Investment Bankers/Brokers/Service
SFBC,Finance,Savings Institutions
SFBS,Finance,Major Banks
SFD,Consumer Staples,Meat/Poultry/Fish
SFHG,Consumer Discretionary,Publishing
SFIX,Consumer Discretionary,Catalog/Specialty Distribution
SFL,Consumer Discretionary,Marine Transportation
SFM,Consumer Staples,Food Chains
SFNC,Finance,Major Banks
SFST,Finance,Major Banks
SFWL,Industrials,Trucking Freight/Courier Services
SG,Consumer Discretionary,Restaurants
SGA,Consumer Discretionary,Broadcasting
SGBX,Consumer Discretionary,RETAIL: Building Materials
SGC,Consumer Discretionary,Apparel
SGD,Finance,Real Estate
SGHC,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGHT,Health Care,Medical/Dental Instruments
SGI,Consumer Discretionary,Home Furnishings
SGLY,Industrials,Integrated Freight & Logistics
SGML,Basic Materials,Metal Mining
SGMO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Health Care,Biotechnology: Pharmaceutical Preparations
SGN,Technology,EDP Services
SGRP,Real Estate,Real Estate
SGRY,Health Care,Hospital/Nursing Management
SGU,Consumer Discretionary,Other Specialty Stores
SHAK,Consumer Discretionary,Restaurants
SHBI,Finance,Major Banks
SHC,Health Care,Misc Health and Biotechnology Services
SHCO,Consumer Discretionary,Hotels/Resorts
SHEL,Energy,Oil & Gas Production
SHEN,Telecommunications,Telecommunications Equipment
SHFS,Finance,Finance: Consumer Services
SHFSW,Finance,Finance: Consumer Services
SHG,Finance,Major Banks
SHIM,Industrials,Military/Government/Technical
SHIP,Consumer Discretionary,Marine Transportation
SHLS,Technology,Semiconductors
SHMD,Technology,Industrial Machinery/Components
SHMDW,Technology,Industrial Machinery/Components
SHO,Consumer Discretionary,Hotels/Resorts
SHOO,Consumer Discretionary,Shoe Manufacturing
SHOP,Technology,Computer Software: Prepackaged Software
SHOT,Consumer Discretionary,Package Goods/Cosmetics
SHOTW,Consumer Discretionary,Package Goods/Cosmetics
SHPH,Health Care,Biotechnology: Pharmaceutical Preparations
SHW,Consumer Discretionary,RETAIL: Building Materials
SI,Health Care,Medical/Dental Instruments
SIBN,Health Care,Medical/Dental Instruments
SID,Industrials,Steel/Iron Ore
SIDU,Telecommunications,Telecommunications Equipment
SIEB,Finance,Investment Bankers/Brokers/Service
SIF,Industrials,Aerospace
SIFY,Technology,Computer Software: Programming Data Processing
SIG,Consumer Discretionary,Consumer Specialties
SIGA,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Finance,Property-Casualty Insurers
SIGIP,Finance,Property-Casualty Insurers
SII,Finance,Finance: Consumer Services
SILA,Real Estate,Real Estate Investment Trusts
SILC,Telecommunications,Computer Communications Equipment
SILO,Consumer Discretionary,Apparel
SIM,Industrials,Steel/Iron Ore
SIMA,Miscellaneous,Industrial Machinery/Components
SIMAW,Finance,Blank Checks
SIMO,Technology,Semiconductors
SINT,Health Care,Medical/Dental Instruments
SION,Health Care,Biotechnology: Pharmaceutical Preparations
SIRI,Consumer Discretionary,Broadcasting
SISI,Health Care,Medicinal Chemicals and Botanical Products
SITC,Real Estate,Real Estate Investment Trusts
SITE,Consumer Discretionary,Professional and commerical equipment
SITM,Technology,Semiconductors
SJ,Technology,EDP Services
SJM,Consumer Staples,Packaged Foods
SJT,Energy,Oil & Gas Production
SKBL,Consumer Discretionary,Engineering & Construction
SKE,Basic Materials,Precious Metals
SKIL,Technology,Computer Software: Prepackaged Software
SKIN,Health Care,Medical/Dental Instruments
SKK,Industrials,Water Sewer Pipeline Comm & Power Line Construction
SKLZ,Technology,EDP Services
SKM,Telecommunications,Telecommunications Equipment
SKT,Real Estate,Real Estate Investment Trusts
SKWD,Finance,Property-Casualty Insurers
SKY,Consumer Discretionary,Homebuilding
SKYE,Health Care,Biotechnology: Pharmaceutical Preparations
SKYH,Finance,Real Estate
SKYQ,Industrials,Environmental Services
SKYT,Technology,Semiconductors
SKYW,Consumer Discretionary,Air Freight/Delivery Services
SKYX,Consumer Discretionary,Building Products
SLAB,Technology,Semiconductors
SLB,Energy,Oilfield Services/Equipment
SLDB,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDE,Finance,Property-Casualty Insurers
SLDP,Miscellaneous,Industrial Machinery/Components
SLDPW,Miscellaneous,Industrial Machinery/Components
SLE,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLF,Finance,Life Insurance
SLG,Real Estate,Real Estate Investment Trusts
SLGL,Health Care,Biotechnology: Pharmaceutical Preparations
SLGN,Industrials,Containers/Packaging
SLI,Industrials,Major Chemicals
SLM,Finance,Finance: Consumer Services
SLMBP,Finance,Finance: Consumer Services
SLN,Health Care,Biotechnology: Pharmaceutical Preparations
SLND,Industrials,Military/Government/Technical
SLNG,Utilities,Oil/Gas Transmission
SLNH,Technology,EDP Services
SLNHP,Technology,EDP Services
SLNO,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Technology,EDP Services
SLQT,Finance,Specialty Insurers
SLRC,Finance,Finance/Investors Services
SLRX,Health Care,Biotechnology: Pharmaceutical Preparations
SLS,Health Care,Biotechnology: Pharmaceutical Preparations
SLSN,Consumer Discretionary,Package Goods/Cosmetics
SLVM,Basic Materials,Paper
SLXN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLXNW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SM,Energy,Oil & Gas Production
SMA,Real Estate,Real Estate Investment Trusts
SMBC,Finance,Banks
SMBK,Finance,Major Banks
SMC,Utilities,Natural Gas Distribution
SMCI,Technology,Computer Manufacturing
SMFG,Finance,Commercial Banks
SMG,Industrials,Agricultural Chemicals
SMHI,Consumer Discretionary,Marine Transportation
SMID,Industrials,Building Materials
SMLR,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
